id,topic_score,raw_title,normalized_title,source_url
385,0.2336,رمان معشوقه خون آشام جلد ۱ و ۲ – مهین مقدسی فر ( نسخه اصلی و کامل),رمان معشوقه خون آشام ۱ ۲ مهین مقدسی فر اصلی,https://luxu.ir/%d8%b1%d9%85%d8%a7%d9%86-%d9%85%d8%b9%d8%b4%d9%88%d9%82%d9%87-%d8%ae%d9%88%d9%86-%d8%a2%d8%b4%d8%a7%d9%85/
